CODIGO,DEPARTAMENTO,PROVINCIA,ATM,ANIO,SEMESTRE,ALCALDE,CCPP_TOTAL,CCPP_SERV,CCPP_SIST_AGUA,CCPP_SIST_NCONV,CCPP_SIST_CONV,CCPP_ABAST_CCPP,CCPP_HAB_01,CCPP_HAB_02,CCPP_HAB_03,CCPP_MICROMED,ATM_GESTION,UNIDAD_ORGANICA,MONTO_POI,PRESTADOR_CUOTA,PRESTADOR_CUOTA_INCREM,PRESTADOR_CUOTA_SUNASS
CUE-11933,CUSCO,LA CONVENCION,QUELLOUNO,2024,SEM-I,ECON EDWIN CABRERA CORTES,165,165,103,0,103,5,0,0,0,0,SI,Gerencia de Desarrollo Social y Servicios Municipales,75.50,88,5,15
CUE-11934,AMAZONAS,LUYA,TRITA,2024,SEM-I,NEISER GOMEZ CACHAY,3,3,3,0,3,0,0,0,0,1,SI,JEFATURA DE INFRAESTRUCTURA Y DESARROLLO URBANO,8000.00,3,3,0
CUE-11935,AYACUCHO,HUANCA SANCOS,CARAPO,2024,SEM-I,GUILMER ANREZANA ARONI,8,8,8,0,0,0,0,0,0,0,SI,SUB GERENCIA DE DESARROLLO SOCIAL Y SERVICIOS MUNICIPALES,30528.00,5,0,1
CUE-11936,ANCASH,BOLOGNESI,COLQUIOC,2024,SEM-I,ALFREDO JAVIER  GARAY RAMOS,25,6,5,1,4,1,0,0,0,0,SI,AREA DESARROLLO URBANO Y AMBIENTAL,121000.00,4,0,0
CUE-11937,LIMA,CANTA,HUAMANTANGA,2024,SEM-I,ADELINO ESMELIN SANTOS DELGADILLO,4,4,4,0,4,0,0,0,0,0,SI,DEPARTAMENTO DE DESARROLLO URBANO,1500.00,2,0,1
CUE-11938,ANCASH,HUARAZ,INDEPENDENCIA,2024,SEM-I,LADISLAO CLEMENTE CRUZ VILLACHICA,160,132,110,0,110,22,2,2,0,4,SI,Gerencia de Servicios Públicos y Gestión Ambiental,58662.00,65,13,2
CUE-11939,AMAZONAS,CHACHAPOYAS,BALSAS,2024,SEM-I,MANUEL ESPINOZA ZAMORA,24,8,8,16,8,2,0,0,0,0,SI,BALSAS,18000.00,1,0,0
CUE-11941,AYACUCHO,VICTOR FAJARDO,CANARIA,2024,SEM-I,VICTORIA ALFARO SILVESTRE,7,7,7,0,7,0,1,1,0,0,SI,GERENCIA DE DESARROLLO SOCIAL Y SERVICIOS PUBLICOS,40000.00,6,2,3
CUE-11942,HUANCAVELICA,CHURCAMPA,SAN MIGUEL DE MAYOCC,2024,SEM-I,RUBEN JONYOLI QUISPE ACEVEDO,2,2,2,1,1,0,0,0,0,1,SI,DESARROLLO ECONOMICO LOCAL Y MEDIO AMBIENTE,12000.00,2,0,0
CUE-11943,CAJAMARCA,CELENDIN,SUCRE,2024,SEM-I,SANTOS ARTURO ALVA ROJAS,37,22,22,0,22,1,0,0,0,0,SI,Gerencia de Medio Ambiente,88850.00,24,0,0
CUE-11944,SAN MARTIN,LAMAS,TABALOSOS,2024,SEM-I,VICTOR ALAN VELA VASQUEZ,68,21,19,2,17,2,2,19,0,0,SI,GERENCIA DE SERVICIOS MUNICIPALES Y GESTIÓN AMBIENTAL,264270.00,18,2,2
CUE-11945,HUANCAVELICA,ANGARAES,CCOCHACCASA,2024,SEM-I,ADIN EVER ESPINOZA QUICHCA,19,16,16,3,16,0,0,0,0,0,SI,SUB GERENCIA DE INFRAESTRUCTURA Y OBRAS PUBLICAS,52550.00,2,0,0
CUE-11946,ANCASH,HUARAZ,OLLEROS,2024,SEM-I,WILSON YURI HUAMAN MINAYA,34,17,17,0,17,0,0,0,0,0,SI,AREA DE DESARROLLO URBANO Y RURAL,53500.00,17,0,0
CUE-11947,AYACUCHO,PAUCAR DEL SARA SARA,SARA SARA,2024,SEM-I,WILLBER MÁXIMO LLAMOCA MIRAYA,2,3,3,0,0,0,0,0,0,0,SI,AREA TECNICA MUNICIPAL,11000.00,3,0,0
CUE-11948,AMAZONAS,CHACHAPOYAS,MAGDALENA,2024,SEM-I,SANDRO AGUILAR SOLSOL,1,0,0,0,0,0,0,0,0,0,NO,,,1,0,0
CUE-11949,ANCASH,MARISCAL LUZURIAGA,CASCA,2024,SEM-I,MARIO FORTUNATO VIDAL MORENO,41,41,21,0,0,20,0,0,0,0,SI,GERENCIA MUNICIPAL,256400.00,17,0,0
CUE-11950,CAJAMARCA,CELENDIN,OXAMARCA,2024,SEM-I,SAUL BRIONES SILVA,61,20,20,0,20,9,0,0,0,0,SI,GERENCIA DE DESARROLLO ECONOMICO MEDIO AMBIENTE Y ATM,24000.00,17,0,0
CUE-11951,CAJAMARCA,CHOTA,TOCMOCHE,2024,SEM-I,MANUELA SANDOVAL MENDO,35,12,12,0,12,8,0,0,0,2,SI,UNIDAD DE GESTION DE SERVICIOS DE AGUA Y SANEAMIENTO,0.00,4,0,0
CUE-11952,CAJAMARCA,CHOTA,TACABAMBA,2024,SEM-I,DANTE LUIS TIRAVANTE DELGADO,72,63,63,14,63,3,2,2,0,0,SI,GERENCIA MUNICIPAL DEL AGUA,82100.00,51,6,0
CUE-11953,ANCASH,ASUNCION,ACOCHACA,2024,SEM-I,MAGNO AVILO TORRES CUNZA,74,61,23,0,23,38,0,0,0,0,SI,GERENCIA MUNICIPAL,5000.00,21,0,0
CUE-11954,LAMBAYEQUE,LAMBAYEQUE,PACORA,2024,SEM-I,JOSE LUIS SIPION BORNAZ,23,23,20,0,20,3,0,0,0,1,SI,DIVISIÓN DE DESARROLLO ECONÓMICO SOCIAL,57000.00,18,0,1
CUE-11955,AMAZONAS,CHACHAPOYAS,CHILIQUIN,2024,SEM-I,LAZARO QUIROZ CHUQUI,37,6,6,0,6,0,0,0,0,0,SI,SUB GERENCIA DE SERVICIOS COMUNALES,10000.00,6,0,6
CUE-11956,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,2024,SEM-I,LUIS ALEX ZUMAETA BARDALES,64,7,7,4,3,2,1,1,0,0,SI,SANEAMIENTO,16.00,1,1,0
CUE-11957,AMAZONAS,BONGARA,CHURUJA,2024,SEM-I,MIRTHA PURIFICA ZABARBURU VARGAS,1,1,1,0,0,0,0,0,0,0,SI,MUNICIPALIDAD,0.00,0,0,0
CUE-11958,CUSCO,ANTA,CACHIMAYO,2024,SEM-I,LADISLAO QUISPE CHOQUE,9,9,9,0,9,3,0,0,0,2,SI,SUB GERENCIA DE DESARROLLO ECONOMICO Y SOCIAL,139581.84,3,1,2
CUE-11959,HUANUCO,LAURICOCHA,RONDOS,2024,SEM-I,EUCLIDES HUAMAN ALBORNOZ,167,25,25,0,0,0,0,0,0,0,SI,GERENCIA DE SERVICIOS MUNICIPALES Y SOCIALES,80128.15,6,0,0
CUE-11960,LA LIBERTAD,OTUZCO,MACHE,2024,SEM-I,WILDER BAROT CASTILLO ZAVALETA,25,23,17,1,17,6,0,0,0,0,SI,GERENCIA DE DESARROLLO ECONOMICO SERVICIOS PUBLICOS Y GESTIÓN DEL MEDIO AMBIENTE,72887.00,19,1,2
CUE-11961,SAN MARTIN,SAN MARTIN,SAN ANTONIO,2024,SEM-I,ROQUE PIÑA AMASIFUEN,4,2,2,0,2,1,0,0,0,0,SI,DIVISION DE INFRAESTRUCTURA DESARROLLO LOCAL Y AMBIENTAL,15000.00,1,0,1
CUE-11962,AYACUCHO,HUANTA,LLOCHEGUA,2024,SEM-I,HONATAN ARAUJO CCOCHACHI,32,32,29,1,29,3,1,1,0,0,SI,División de Servicios Públicos,149512.00,24,0,0
CUE-11963,SAN MARTIN,SAN MARTIN,BANDA DE SHILCAYO,2024,SEM-I,Alberto Enrique Hildebrandt Pinedo,33,8,8,25,8,0,1,1,0,0,SI,GERENCIA DE DESARROLLO URBANO RURAL E INFRAESTRUCTURA,30000.00,7,0,0
CUE-11964,LIMA,YAUYOS,HUANEC,2024,SEM-I,SERGIO REYES,13,1,1,0,1,0,0,0,0,0,SI,AREA DE SERVICIOS SOCIALES Y COMUNALES,650.00,0,0,0
CUE-11965,AMAZONAS,CHACHAPOYAS,SONCHE,2024,SEM-I,SEGUNDO MIGUEL GARCIA ALVARADO,11,2,2,0,0,0,0,0,0,0,SI,GERENCIA MUNICIPAL,18940.00,3,0,0
CUE-11966,LORETO,MAYNAS,PUNCHANA,2024,SEM-I,OLMEX AEB ESCALATE CHOTA,57,3,3,0,3,0,1,1,0,0,SI,Gerencia de Desarrollo Urbano,0.00,3,0,0
CUE-11967,CUSCO,CANAS,QUEUE,2024,SEM-I,WALTER OROCHE QUISPE,45,12,12,0,12,0,0,0,0,0,SI,SUB GERENCIA DE DESARROLLO SOCIAL,100000.00,6,0,0
CUE-11968,AMAZONAS,UTCUBAMBA,JAMALCA,2024,SEM-I,SADITH OBLITAS YOPAN,53,21,21,0,21,6,0,0,0,0,SI,SUB GERENCIA DE SERVICIOS PUBLICOS Y ASUNTOS COMUNALES,106536.00,21,0,3
CUE-11969,LIMA,YAUYOS,LINCHA,2024,SEM-I,JOSE FERNANDO VICENTE DOLORES,57,2,2,1,1,0,0,0,0,0,SI,SUB GERENCIA DE DESARROLLO SOCIAL,15650.00,1,0,1
CUE-11970,AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA,2024,SEM-I,JOSE ORIOL ZUMAETA VARGAS,70,48,22,26,22,9,0,0,0,0,SI,GERENCIA MUNICIPAL,75000.00,12,0,0
CUE-11971,AMAZONAS,UTCUBAMBA,YAMON,2024,SEM-I,HERMOGENES JARA HURTADO,41,41,10,30,1,8,0,0,0,0,SI,DIRECCION DE DESARROLLO ECONOMICO LOCAL,60000.00,9,0,0
CUE-11972,ICA,CHINCHA,CHINCHA BAJA,2024,SEM-I,Mirtha Hernandez Grimaldo,56,38,48,10,0,0,0,0,0,0,SI,Oficina de Servicios a la ciudad y gestión ambiental,10000.00,31,0,0
CUE-11973,LAMBAYEQUE,CHICLAYO,PICSI,2024,SEM-I,JUAN CORONADO SANCHEZ,18,9,6,0,6,2,1,1,0,1,SI,SUB GERENCIA DE DESARROLLO URBANO Y RURAL,89050.00,7,0,0
CUE-11974,ANCASH,CARHUAZ,CARHUAZ,2024,SEM-I,CARLOS EUGENIO CANTARO GARCIA,84,57,32,0,32,27,1,1,5,0,SI,GERENCIA DE DESARROLLO TERRITORIAL E INFRAESTRUCTURA,266199.00,25,4,4
CUE-11975,HUANCAVELICA,HUANCAVELICA,LARIA,2024,SEM-I,EDGAR CCENTE HUARCAYA,53,5,7,0,7,1,0,0,0,0,SI,SUB GERENCIA DE DESARROLLO SOCIAL Y ECONÓMICO,10000.00,4,0,0
CUE-11976,TACNA,TARATA,ESTIQUE-PAMPA,2024,SEM-I,FREDDY PATRICIO OLIVA ROMERO,12,1,1,0,1,0,0,0,0,0,SI,GERENCIA DE SERVICIOS SOCIALES COMUNALES Y DESARROLLO ECONÓMICO,,0,0,0
CUE-11977,LIMA,YAUYOS,ALIS,2024,SEM-I,MELITON SILVINO JUAN DE DIOS DIONISIO,10,5,3,0,3,0,0,0,0,0,SI,SUB GERENCIA DE OBRAS Y DESARROLLO URBANO RURAL,20000.00,0,0,0
CUE-11978,PASCO,PASCO,SIMON BOLIVAR,2024,SEM-I,JAIME ZELADA CHAMORRO,188,3,3,5,3,0,0,0,0,0,SI,GERENCIA DE SERVICIOS MUNICIPALES Y  GESTIÓN AMBIENTAL,15000.00,0,0,0
CUE-11979,AYACUCHO,LUCANAS,OTOCA,2024,SEM-I,JOSE GUILLERMO GARCIA BERROCAL,22,20,20,0,21,1,0,0,0,0,SI,GERENCIA DE OBRAS E INFRAESTRUCTURA,30000.00,4,0,0
CUE-11980,LA LIBERTAD,PATAZ,CHILLIA,2024,SEM-I,ANTONIO AMERICO GOICOCHEA CASTILLO,44,40,40,4,40,0,0,0,0,0,SI,DESARROLLO SOCIAL,60510.00,22,0,20
CUE-11981,AMAZONAS,BONGARA,JUMBILLA,2024,SEM-I,CARLOS ENRIQUE VENTURA ARISTA,29,2,2,0,0,0,0,0,0,0,SI,GERENCIA DE SERVICIOS Y DESARROLLO SOCIAL,7965.50,1,0,0
CUE-11982,PUNO,CARABAYA,CRUCERO,2024,SEM-I,JAIME HUISA CACERES,290,26,17,0,17,2,1,1,0,0,SI,SUB GERENCIA DE DESARROLLO AMBIENTAL,115000.00,6,0,1
CUE-11983,HUANUCO,LEONCIO PRADO,PUCAYACU,2024,SEM-I,SAUL UTOS CAHUANA,21,5,5,1,5,0,0,0,0,0,SI,GERENCIA DE DESARROLLO ECONOMICO SOCIAL Y SERVICIOS COMUNALES,52377.00,6,0,1
CUE-11984,AYACUCHO,PARINACOCHAS,UPAHUACHO,2024,SEM-I,SECUNDO SANTOS HUYHUA HUAMANI,18,14,14,0,14,0,0,0,0,4,SI,MUNICIPALIDAD DISTRITAL,30.00,13,0,0
CUE-11985,LIMA,BARRANCA,PARAMONGA,2024,SEM-I,EDUARDO GARCIA PAGADOR,54,20,10,2,10,10,1,1,2,0,SI,SUB GERENCIA DE SERVICIO A LA COMUNIDAD,0.00,4,0,0
CUE-11986,AYACUCHO,HUAMANGA,ACOCRO,2024,SEM-I,MARIO VICTOR DIPAZ SAEZ,40,40,40,0,40,20,0,0,0,0,SI,GERENCIA DE DESARROLLO ECONOMICO,94000.00,15,3,5
CUE-11987,AMAZONAS,RODRIGUEZ DE MENDOZA,COCHAMAL,2024,SEM-I,JOSÉ HUGO SANTILLAN GRANDEZ,12,6,4,0,4,2,0,0,0,0,SI,DESARROLLO SOCIAL,1000.00,2,0,2
CUE-11988,AMAZONAS,CHACHAPOYAS,SAN ISIDRO DE MAINO,2024,SEM-I,JHENRRY GERALD SALON MONTOYA,97,6,4,0,4,0,0,0,0,0,SI,SUB GERENCIA DE SERVICIOS PÚBLICOS,28.40,0,0,0
CUE-11989,PIURA,HUANCABAMBA,HUARMACA,2024,SEM-I,VICENTE TIQUILLAHUANCA CHUQUIPOMA,318,244,244,0,245,0,1,1,0,0,SI,GERENCIA DE SERVICIOS PUBLICOS LOCALES,608084.00,246,50,130
CUE-11990,ANCASH,HUARAZ,HUARAZ,2024,SEM-I,DAVID MANUEL ROSALES TINOCO,183,73,47,0,47,26,1,1,0,1,SI,SUB GERENCIA DE ESTUDIOS E INGENIERÍA,616380.04,26,0,1
CUE-11991,ANCASH,YUNGAY,MANCOS,2024,SEM-I,EFRAIN NUÑOS JULCA REGALADO,52,45,22,0,22,19,0,0,0,0,SI,UNIDAD DEL AREA TECNICA MUNICIPAL,75100.00,9,2,2
CUE-11992,HUANCAVELICA,HUAYTARA,SANTIAGO DE QUIRAHUARA,2024,SEM-I,HECTOR RAUL CERVANTES HUAMANI,70,70,9,0,0,0,0,0,0,0,SI,AREA DE INFRAESTRUCTURA Y DESARROLLO URBANO,19000.00,2,0,0
CUE-11994,LIMA,HUAURA,SANTA MARIA,2024,SEM-I,JOSE LUIS VASQUEZ LA CRUZ,20,13,3,10,3,2,1,1,1,0,NO,,,1,0,0
CUE-11995,AYACUCHO,HUAMANGA,SANTIAGO DE PISCHA,2024,SEM-I,Richard Llactahuaman Quispe,11,11,11,,,0,0,0,0,0,SI,Sub gerencia de desarrollo económico y proyectos productivos,28800.00,11,0,1
CUE-11996,AMAZONAS,CHACHAPOYAS,OLLEROS,2024,SEM-I,MILTON MAGALLAN MIXAN,12,4,4,0,4,0,0,0,0,0,SI,LEY ORGÁNICA DE MUNICIPALIDADES,12000.00,4,0,0
CUE-11997,LIMA,HUAROCHIRI,MATUCANA,2024,SEM-I,HUGO GONZÁLEZ CARHUAVILCA,43,5,5,0,4,2,1,1,0,0,SI,SUB GERENCIA DE MEDIO AMBIENTE Y SERVICIOS DE AGUA Y SANEAMIENTO,50123.00,3,0,0
CUE-11998,AMAZONAS,RODRIGUEZ DE MENDOZA,HUAMBO,2024,SEM-I,PERCY CARLOS PIZANGO GRANDEZ,24,15,6,0,6,3,0,0,0,0,SI,,,3,0,0
CUE-11999,AMAZONAS,RODRIGUEZ DE MENDOZA,LONGAR,2024,SEM-I,JOSE ANAXIMANDRO ARISTA VARGAS,19,19,3,0,19,16,0,0,0,0,SI,MUNICIPALIDAD DISTRITAL DE LONGAR,23165.00,3,0,3
CUE-12000,LIMA,OYON,CAUJUL ,2024,SEM-I,CHRISTIAN BRYAN ALBORNOZ VALENTIN,3,3,3,0,3,0,0,0,0,0,SI,SUB GERENCIA D EMEDIO AMBIENTE SEGURIDAD Y SALUD,,2,0,1
CUE-12001,MOQUEGUA,GENERAL SANCHEZ CERRO,CHOJATA,2024,SEM-I,LEONARDO RAMOS MAMANI,5,5,5,0,5,0,0,0,0,0,SI,GERENCIA  MUNICIPAL,7500.00,1,1,0
CUE-12002,LAMBAYEQUE,CHICLAYO,SANTA ROSA,2024,SEM-I,ESTEBAN JACINTO ISIQUE,2,0,0,1,0,0,0,0,0,0,SI,USBGERENCIA DE OBRAS Y DESARROLLO URBANO,0.00,0,,0
CUE-12003,AMAZONAS,RODRIGUEZ DE MENDOZA,CHIRIMOTO,2024,SEM-I,WILLIAM VASQUEZ RIVA,39,7,7,32,0,0,3500,1000,0,0,SI,ALCALDIA,15000.00,0,0,0
CUE-12004,ANCASH,OCROS,SANTIAGO DE CHILCAS,2024,SEM-I,ADMIR STALIN MANRIQUE LORENZO,4,3,3,1,2,0,0,0,0,0,SI,JEFE DE INFRAESTRUCTURA DE DESARROLLO URBANO Y RURAL,19000.00,0,0,0
CUE-12005,AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS,2024,SEM-I,NILSER TAFUR PELAEZ,24,14,14,0,14,2,1,1,0,0,SI,GERENCIA DE MEDO AMBIENTE Y SERVICIOS PÚBLICOS,35800.00,4,0,0
CUE-12006,CUSCO,LA CONVENCION,VILCABAMBA,2024,SEM-I,MISCHEL WENDEL UGARTE CARRION,265,235,235,0,83,4,0,0,0,0,SI,GERENCIA DE MEDIO AMBIENTE RECURSOS NATURALES Y SERVICIOS BASICOS,400000.00,83,4,5
CUE-12007,ANCASH,YUNGAY,YANAMA,2024,SEM-I,ALFONSO ALVINO ALONZO MILLA,51,49,30,0,30,19,0,0,0,0,SI,GERENCIA DE DESARROLLO ECONOMICO SOCIAL HAMBIENTAL Y SERVICIOS PUBLICOS,162900.00,34,0,0
CUE-12008,AYACUCHO,HUANTA,HUANTA,2024,SEM-I,BELISARIO LOPE ROMANI,50,50,50,0,0,0,0,0,0,0,SI,SUBGERENCIA DE GESTION AMBIENTAL,168625.00,50,25,35
CUE-12009,CUSCO,LA CONVENCION,KIMBIRI,2024,SEM-I,HECTOR HERNAN DIPAS TORRES,40,39,29,0,29,10,1,0,0,1,SI,GERENCIA DE SERVICIOS MUNICIPALES Y GESTION AMBIENTAL,316940.00,32,1,1
CUE-12010,AYACUCHO,VILCAS HUAMAN,VISCHONGO,2024,SEM-I,EDGAR PAQUIYAURI PRADO,26,26,26,0,26,0,0,0,0,0,SI,GERENCIA DE  SERVICIOS MUNICIPALES Y SOCIALES,89.24,26,0,0
CUE-12011,AYACUCHO,LA MAR,AYNA,2024,SEM-I,PEDRO NESTOR PARDO PALOMINO,39,25,25,13,25,16,1,1,0,0,SI,SUB GERENCIA DE DESARROLLO SOCIAL Y SERVICIOS PUBLICOS,230000.00,20,0,5
CUE-12012,CUSCO,QUISPICANCHI,CAMANTI,2024,SEM-I,RENAN CONTRERAS HUILLCA,53,5,5,48,5,0,0,0,0,0,SI,SUBGERENCIA DE DESARROLLO ECONOMICO Y MEDIO AMBIENTE,131000.00,2,0,2
CUE-12013,AYACUCHO,SUCRE,CHALCOS,2024,SEM-I,EFRAIN ALFARO MENDIVEL,7,7,7,0,0,0,0,0,0,0,SI,SUB GERENCIA DE DESARROLLO SOCIAL,1000.00,1,0,0
CUE-12014,PIURA,PIURA,CATACAOS,2024,SEM-I,Eddy Johnny Cruz Flores,28,28,16,3,7,4,4,4,0,3,SI,GERENCIA DE DESARROLLO TERRITERIAL E INFRAESTRUCTURA,124084.00,10,0,3
CUE-12015,LAMBAYEQUE,CHICLAYO,NUEVA ARICA,2024,SEM-I,SIXTO LEOPOLDO RIVAS GUERRERO,3,3,3,0,0,0,0,0,0,0,SI,GERENCIA DE DESARROLLO URBANO Y RURAL,28000.00,3,0,3
CUE-12016,HUANCAVELICA,ACOBAMBA,ACOBAMBA,2024,SEM-I,FELIX CRISPIN REYMUNDO,38,38,38,0,0,0,1,1,0,0,SI,Sub Gerencia de Acondicionamiento Territorial,185185.00,28,0,6
CUE-12017,CUSCO,CALCA,CALCA,2024,SEM-I,ING EDWARD ALBERTO DUEÑAS BECERRA,107,73,73,0,73,0,0,0,0,2,SI,GERENCIA DE GESTION AMBIENTAL,234038.00,31,0,31
CUE-12018,ANCASH,AIJA,CORIS,2024,SEM-I,LUIS ALEJANDRO BARBA MAGUIÑA,87,28,11,0,11,17,0,0,0,0,SI,División de Infraestructura Desarrollo Urbano y Rural,245000.00,6,0,0
CUE-12019,ANCASH,AIJA,LA MERCED,2024,SEM-I,MAGALY BERTHA ROLDAN CAMONES,56,35,12,0,12,23,0,0,0,0,SI,AREA DE DESARROLLO URBANO Y RURAL,153800.00,7,0,0
CUE-12020,PIURA,MORROPON,SALITRAL,2024,SEM-I,ELKIN JAUREGUI YONG,24,24,24,0,24,0,3,3,0,0,SI,GERENCIA DE INFRAESTRUCTURA Y DESARROLLO URBANO,260000.00,24,0,1
CUE-12021,MOQUEGUA,GENERAL SANCHEZ CERRO,COALAQUE,2024,SEM-I,YESSICA ANTONIETA OCSA CALIZAYA,26,10,10,0,10,0,0,0,0,0,SI,SUB GERENCIA DE DESARROLLO ECONOMICO Y SOCIAL,0.00,1,1,0
CUE-12022,AMAZONAS,CHACHAPOYAS,HUANCAS,2024,SEM-I,ZOSIMO MELENDEZ CASTILLO,1,1,1,0,0,0,0,0,0,0,SI,NO EXISTE,0.00,0,0,0
CUE-12023,ANCASH,YUNGAY,RANRAHIRCA,2024,SEM-I,EDGAR RUBEN ZEVALLOS ATANACIO,19,18,11,0,11,7,0,0,0,0,SI,"Área de Desarrollo Urbano, Rural y Medio Ambiente",100000.00,9,0,8
CUE-12024,AMAZONAS,LUYA,LUYA VIEJO,2024,SEM-I,DARMIN GUELAC REYNA,1,1,1,0,1,0,0,0,0,0,SI,DESARROLLO AMBIENTAL,25.53,2,0,2
CUE-12025,TACNA,CANDARAVE,QUILAHUANI,2024,SEM-I,PRUDENCIO VALERIANO LOZA MAMANI,3,3,0,0,0,0,0,0,0,0,SI,OFICINA DE GESTION AMBIENTAL Y SANEAMIENTO,40128.00,2,0,0
CUE-12026,APURIMAC,ANTABAMBA,OROPESA,2024,SEM-I,Rony Cirilo Huarhua Panche,5,5,5,0,0,0,0,0,0,0,SI,Gerencia  de la Municipalidad de Oropesa,61000.00,0,0,0
CUE-12027,ANCASH,AIJA,SUCCHA,2024,SEM-I,MOISES OLIVERIO NUÑEZ SOLANO,28,16,7,0,7,9,0,0,0,0,SI,GERENCIA DE INFRESTUCTURA,46780.00,7,0,0
CUE-12028,SAN MARTIN,PICOTA,PILLUANA,2024,SEM-I,JACKIE FLORES ARIAS,1,1,1,0,0,0,0,0,0,0,SI,DIRECCION DE SERVICIOS PUBLICOS,36350.00,1,0,0
CUE-12029,LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO,2024,SEM-I,ALCIDES ROGELIO AREVALO DURAND,33,1,2,0,2,0,0,0,0,0,SI,GERENCIA DE DESARROLLO SOCIAL SERVICIOS PUBLICOS E INCLUSION SOCIAL,35000.00,0,0,1
CUE-12030,TACNA,TACNA,LA YARADA LOS PALOS,2024,SEM-I,SAMUEL CUEVA HUISA,58,9,4,0,9,0,0,0,0,0,SI,GESTION  AMBIENTAL,,2,0,2
CUE-12031,ANCASH,MARISCAL LUZURIAGA,FIDEL OLIVAS ESCUDERO,2024,SEM-I,PERCY ROBER LLANOS AYALA,37,25,20,0,20,5,0,0,0,0,SI,Sub gerencia Infraestructura de Desarrollo Urbano y Rural,54536.00,18,0,0
CUE-12032,SAN MARTIN,SAN MARTIN,SAUCE,2024,SEM-I,JOSE DEL AGUILA GARCIA,12,10,8,0,8,2,1,1,0,0,SI,UNIDAD DE SERVICIOS MUNICIPALES Y GESTION AMBIENTAL,26766.00,2,1,0
CUE-12033,CAJAMARCA,SAN MIGUEL,SAN SILVESTRE DE COCHAN,2024,SEM-I,WILBERTO LINARES COBA,31,29,23,2,29,6,0,0,0,0,SI,SUB GERENCIA DE DESARROLLO ECONOMICO,38068.80,23,2,0
CUE-12034,UCAYALI,CORONEL PORTILLO,MASISEA,2024,SEM-I,WALDO GUERRA RIOS,76,47,47,0,47,0,1,1,0,0,SI,GERENCIA DE DESARROLLO SOCIAL Y SERVICIOS PUBLICOS,330014.00,47,0,16
CUE-12035,LIMA,HUAROCHIRI,SAN ANDRES DE TUPICOCHA,2024,SEM-I,ROY ANTONIO VILCAYAURI SEGURA,35,8,8,28,8,2,0,0,0,0,SI,GERENCIA DE DESARROLLO URBANO Y RURAL,10000.00,8,0,0
CUE-12036,AYACUCHO,LUCANAS,CHAVINA,2024,SEM-I,WILMAN NICANOR ROMERO ALATA,13,13,13,0,13,0,0,0,0,0,SI,SUB GERENCIA DE DESARROLLO SOCIAL,48.80,0,,0
CUE-12037,TACNA,TARATA,TARATA,2024,SEM-I,KENNY HENRY MENENDEZ COPAJA,115,12,12,0,12,0,1,1,0,0,SI,Gerencia de Gestión Ambiental y Agropecuario,15000.00,1,0,0
CUE-12038,AMAZONAS,LUYA,MARIA,2024,SEM-I,JUAN DE DIOS CRUZ INGA,4,4,4,0,4,0,0,0,0,0,SI,GERENCIA MUNICIPAL,18350.00,3,0,0
CUE-12039,JUNIN,HUANCAYO,SICAYA,2024,SEM-I,OLIVER CHANCA PAUCAR,4,2,2,2,2,0,0,0,0,0,SI,SUBGERENCIA DE SERVICIOS MUNICIPALES,6000.00,1,0,0
CUE-12040,JUNIN,TARMA,PALCAMAYO,2024,SEM-I,JAIRO CARHUAS CONDOR,59,31,16,0,15,0,0,0,0,0,SI,SUB GERENCIA DE MEDIO AMBIENTE Y DESARROLLO URBANO,0.00,11,0,0
CUE-12041,CUSCO,QUISPICANCHI,MARCAPATA,2024,SEM-I,HELBERT EDGAR PALMA SALDIVAR,196,54,54,0,0,0,0,0,0,0,SI,SUBGERENCIA DE DESARROLLO ECONOMICO Y GESTION AMBIENTAL,281384.00,20,0,3
CUE-12042,PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,2024,SEM-I,RAMON HEREÑA ROQUE,453,31,28,0,28,0,1,1,0,0,SI,GERENCIA DE SERVICIOS PUBLICOS Y GESTION AMBIENTAL,113880.00,22,3,3
CUE-12043,JUNIN,HUANCAYO,PUCARA,2024,SEM-I,DANIEL PEDRO DIAZ ERQUINIO,19,13,13,1,12,1,1,1,0,0,SI,Sub Gerencia de Infraestructura Publica y Desarrollo Urbano Rural,12000.00,12,0,0
CUE-12044,HUANCAVELICA,HUANCAVELICA,YAULI,2024,SEM-I,PERCY ICHPAS VARGAS,116,70,70,0,0,4,1,1,0,0,SI,GERENCIA DE DESARROLLO ECONÓMICO Y SERVICIO A LA CIUDADANÍA,165000.00,6,2,5
CUE-12045,JUNIN,YAULI,CHACAPALPA,2024,SEM-I,PETER ZENON FLORES FIERRO,346,0,5,341,5,0,0,0,0,0,SI,SUB GERENCIA DE DESARROLLO URBANO Y CATASTRO,20000.00,2,0,0
CUE-12046,LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO,2024,SEM-I,Wilson Andrés Quispe Morillos,33,28,17,2,15,11,0,0,0,7,SI,SUB GERENCIA DE DESAROLLO ECONOMICO Y MEDIO AMBIENTE,20000.00,17,0,2
